City,Place,Ratings,Distance,Place_desc 
Pune,ISKCON NVCC Temple,3.6, 8 km  from city center , ISKCON NVCC (New Vedic Cultural Center) is located in the less congested area of Kondhwa near Pune
Pune,Peshwa Udyan,3.6, 2 km  from city center ," Maintained by Pune Municipal Corporation, Peshwa Udyan is a zoological park in the city which boasts of lush greenery, umpteen trees, variety of shrubs and herbs"
Puri,Puri Beach,4.2, 4 km  from city center , Puri Beach is a fine coastline of Bay of Bengal with sun gleaming on the pristine waters of the beach
Puri,Chilika Lake,4.2, 53 km  from city center , Chilika Lake is the biggest inland salt-water lake
Puri,Jagannath Rath Yatra,4.2, 2 km  from city center , Jagannath Rath Yatra is one of the most awaited and much-celebrated festivals in Orissa as well as countrywide
Puri,Ganesh Temple,3.7, 52 km  from city center ," Inside the famous Jagannath temple complex in Puri, is situated a small Ganesh temple, housing an exclusive image of Ganesh known as Natya Ganesh i"
Puri,Sri Jagannath Puri Temple,3.6, 2 km  from city center ," Shree Jagannath Puri temple, one of the most majestic monuments of Odisha, was built by a famous king of Ganga Dynasty Ananta Varman Chodaganga Deva"
Puri,Markandeswara Temple,3.2, 47 km  from city center ," Assumed to have been constructed during the 13th century, Markandeswara temple is known for its magnificent architectural and artistic essence"
Puri,Narendra Tank,3.2, 1 km  from city center , Narendra Tank is one of the largest tanks in Odisha and is believed to have been built during the 15th century
Puri,Lakshmi Temple,3.2, 2 km  from city center ," Situated near the Jagannath Temple, this is a very important temple owing to the beliefs around the history of this structure"
Puri,Lokanath Temple,3.2, 3 km  from city center ," According to a legend popular in Orissa, long ago, Puri was a centre of Shiva worship"
Puri,Sudarshan Crafts Museum,3.6, 1 km  from city center , The Sudarshan Crafts Museum was established by Sri Sudarshan Sahoo to create a location where artists and art lovers can see the evolution of modern craftsmanship
Puri,Pipili,3.6, 33 km  from city center ," Pipili is a town in Puri, famous for the abundant handicraft products which are available here for sale"
Puri,Sakshi Gopal Temple,3.6, 1 km  from city center , Sakshigopal temple has a few legends about how it became a revered shrine for Lord Vishnu
Puri,Raghurajpur Artist Village,3.6, 8 km  from city center ," Raghurajpur village is a heritage crafts village near Puri, known for Pattachitra paintings, as well as other art forms like palm leaf engraving, wood and stone carvings, papier mache and Gotipua folk dance, the predecessor of classical Odissi dance style"
Puri,Astaranga Beach,3.6, 49 km  from city center , Astaranga meaning âcolourful sunsetâ is a magnificent beach located in the state of Orissa
Puri,Swargadwar Beach,3.6, 3 km  from city center ," Running along the main Marine Drive of Puri, right in front of the Swargadwar Crematorium, the ever-so-famous beach of Puri is the throbbing heartbeat of the city"
Puri,Vimala Temple,3.6, 2 km  from city center , Goddess Vimala residing within the complex of Jagannath temple in Puri is as important as the main deity
Puri,Gundicha Temple,3.6, 1 km  from city center ," Located 3 kilometres away from the main temple complex of Jagannath, the Gundicha Temple acts as the summer retreat for Lord Jagannath, his brother Balarama and sister Subhadra"
Puri,Alarnatha Temple,3.6, 2 km  from city center , Alarnatha Temple is a shrine dedicated to Lord Vishnu in Brahmagiri near Puri
Puri,Baliharachandi Beach,3.6, 15 km  from city center ," Baliharachandi Beach is the much quieter and offbeat alternative to the Puri Beach, with a peaceful calm and tranquillity about the whole place"
Puri,Daya River,3.6, 30 km  from city center , Daya River is a branch shooting of Kuakhai River and empties into the Chilika Lake known for the Dolphins
Puri,Baleshwar Beach,3.6, 12 km  from city center ," Baleshwar Beach, or Chandipur Beach as it is more popularly known, is one of the less crowded and more serene beaches of Odisha"
Puri,Sonar Gouranga Mandir,3.6, 2 km  from city center , Sonar Gouranga Mandir in Puri is one of the main centres of pilgrimage
Puri,Balighai Beach,3.6, 11 km  from city center ," Balighai beach is all about serenity and quietude that you will hardly find in the other beaches near Puri, The luxury resorts make sure that you can make this a destination getaway instead of a drive-through, and at the same time enjoy the tranquil environment of a clean environment and solitude, surrounded by Casuarina and Eucalyptus, and the azure blue up ahead"
Puri,Mausima Temple,3.6, 0 km  from city center , The Mausima Temple is located on the Grand Road in Puri
Puri,Golden Beach,3.6," 2,192 km  from city center "," Located at a distance of 20 kms from Puri, Golden Beach is a pristine, laid back beach away from the din of the city"
Puri,Blue Splash Water Park,3.6, 10 km  from city center ," Spread over eight acres of land area, Blue Splash Water Park boasts of over seven massive water rides spread over variety of pools"
Puri,Pratyush Ocean World,3.6, 3 km  from city center , Pratyush Ocean World Water Park is situated in Batamangala New Bay Pass Road in Puri
Puri,Nalbana Bird Sanctuary,3.6, 58 km  from city center ," Nalbana Bird Sanctuary is situated on the Nalbana Island in Odisha, which is a part of the Chilika Lake- Indiaâs largest brackish water lagoon"
Pushkar,Brahma Temple,4.4, 0 km  from city center ," Jagatpita Brahma Mandir or the Brahma Temple located in Pushkar, Rajasthan is the most famous Hindu temple dedicated to Lord Brahma who is considered the creator of the universe"
Pushkar,Pushkar Lake,4.3, 0 km  from city center , This is one of the holiest lakes of India
Pushkar,Merta City,3.7, 55 km  from city center ," Renowned for its temples and bravura palaces, Merta City is an attraction in itself"
Pushkar,Varaha Temple,3.5, 0 km  from city center ," The largest and the most ancient temple of Pushkar, Varaha Temple is dedicated to Varaha The Boar which is the third incarnation (avatar) of Lord Vishnu"
Pushkar,Savitri Temple,3.2, 2 km  from city center , Savitri temple is located atop the Savitri Hill
Pushkar,Rangji Temple,3.2, 0 km  from city center , Rangji temple is a reflection of South Indian architectural style with glimpses of Mughal design as well
Pushkar,Singh Sabha Gurudwara,3.2, 28 km  from city center , The Gurudwara was made to commemorate the visit of Guru Nanak Dev to Pushkar
Pushkar,Apteshwar temple,3.2, 0 km  from city center ," Dedicated to Lord Mahadev (Shiva), the Apteshwar Temple is actually an underground shrine"
Pushkar,Camel Safari in Pushkar,3.6, 5 out of 20  places to visit in Pushkar , The golden deserts of Pushkar can be best explored in a camel safari
Pushkar,Pushkar Mela,3.6, 8 out of 20  places to visit in Pushkar ," India's greatest tribal gathering, Pushkar Mela is held annually in November from Karthik Ekadashi to Karthik Purnima as per the Hindu calendar"
Pushkar,Man Mahal,3.6, 1 km  from city center ," Built as the royal residence of Man Singh, Man Mahal is a stunning work of architecture"
Pushkar,Pushkar Bazar,3.6, 0 km  from city center ," Pushkar Bazar is where one can find a variety of traditional Rajasthani products including apparel, accessories, jewellery, decor items and items for daily use"
Pushkar,Camping in Pushkar,3.6, 11 out of 20  places to visit in Pushkar ," Boasting of surreal scenic beauty of the Thar desert and known to be an important pilgrimage centre of the Hindus, Pushkar is thronged by hundreds of tourists every year besides the regular pilgrims"
Pushkar,Naga Pahar,3.6, 0 km  from city center , Naga Pahar is located between Pushkar Lake and Ajmer and is believed to be where Agastya Muni lived
Pushkar,Mahadev Temple,3.6, 13 out of 20  places to visit in Pushkar ," Located on the banks of Pushkar Lake in the heart of the city, Mahadev Temple- also known as Apteshwar Mahadev Temple, is a popular Hindu pilgrimage site in the city of Pushkar"
Pushkar,Pap Mochani Temple,3.6, 1 km  from city center , Pap Mochani Temple is one of the most famous attractions in the state
Pushkar,Sarafa Bazar,3.6, 15 out of 20  places to visit in Pushkar ," Strewn about with colourful goods, garments and accessories with pocket sized shops tucked next to each other on the side of the pathways, Sarafa Bazaar is one of the most popular markets in Pushkar which is a common favourite among shopaholics, tourists and pilgrims as well"
Pushkar,Kishangarh,3.6, 32 km  from city center ," Kishangarh is famous for its art, forts and the marble mines"
Pushkar,Rose Garden,3.6, 2 km  from city center , Rose Garden is a delightful attraction in the deserts of Rajasthan
Pushkar,Atmeshwar Temple,3.6, 0 km  from city center , Atmeshwar Temple is a famous religious attraction that is dedicated to Lord Shiva
Rameshwaram,Rameshwaram Temple,4.2, 0 km  from city center , Rameshwaram is an exquisite temple in southern India dedicated to Lord Shiva
Rameshwaram,Agnitheertham,4.2, 1 km  from city center ," One of the 64 sacred baths in Rameshwaram, the Agnitheertham is one of the most important theertham and receives a large number of tourists each day"
Rameshwaram,Dhanushkodi Temple and Beach,3.5, 11 km  from city center , Dhanushkodi was until a few years ago a wonderful temple on the southern tip of India
Rameshwaram,The Five-faced Hanuman Temple,3.5, 51 km  from city center , Five-faced Hanuman temple is the most renowned temple in Rameshwara
Rameshwaram,Annai Indira Gandhi Road Bridge,3.5, 11 km  from city center , It is the longest bridge in southern India
Rameshwaram,Glass boat ride at Pamban Bridge,3.5, 12 km  from city center ," With exotic fishes and marvelous corals to see, the glass boat ride at Pamban Bridge is a must do"
Rameshwaram,Jatayu Tirtham,3.2, 1 km  from city center ," Jatayu tirtham is the holy temple constructed in the memory of Jatayu, who was the most loyal eagle of Rama and who helped lord Rama at various instances in getting herbs from the mountains"
Rameshwaram,Lakshmana Tirtham,3.2, 1 km  from city center ," Lakshmana Tirtham had been constructed in the loving memory of Lord Lakshman, brother of Lord Rama"
Rameshwaram,Gandhamadhana Parvatham,3.2, 2 km  from city center ," Gandhamadhana Parvatham is the deity of several communities in southern India and the temple of Gandhamadhana is highly revered, renowned and worshiped in the southern India"
Rameshwaram,Kothandaramaswamy Temple,3.2, 7 km  from city center , Kothandaramaswamy temple is situated on the southern most tip of India and is situated on the island near Bay of Bengal
Rameshwaram,Jada Tirtham,3.2, 12 km  from city center , Kaveri tirtham is the holy tirtham in southern India where god Kapardishvara is worshipped
Rameshwaram,Villoondi Tirtham,3.6, 6 km  from city center , Villoondi Tirtham is a beach which is also considered a sacred natural water body and a favourite amongst tourists
Rameshwaram,Ariyaman Beach,3.6, 27 km  from city center , Ariyaman Beach is a long stretch of pristine white sand beach famous for its scenic beauty
Rameshwaram,Silk Shopping,3.6, 10 out of 22  places to visit in Rameshwaram , One of the prime things to do in Rameswaram is to shop for silk
Rameshwaram,Sea World Aquarium,3.6, 0 km  from city center , Sea World Aquarium is a famous attraction with a splendid collection from the sea world
Rameshwaram,Abdul Kalam House,3.6, 0 km  from city center ," APJ Abdul Kalam House or the House of Kalam is the residence of former President of India, an accomplished scientist and an inspirational figure"
Rameshwaram,Burial Place Of Abdul Kalam,3.6, 5 km  from city center , Burial Place of APJ Abdul Kalam is where the mortal remains of the 11th President of India are laid to rest in peace
