Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
Hotel Haridwar,3.6,Haridwar,Air conditioning,Restaurant,Accessible,Restaurant,Room service,Accessible,Accessible,Restaurant,Accessible,7910
Hotel Hogenakkal,3.7,Hogenakkal,Spa,Fitness center,Free Wi-Fi,Full-service laundry,Parking,Fitness center,Full-service laundry,Pet-friendly,Air conditioning,7938
Pride Amber Vilas Resort & Convention Centre,4.2,Jaipur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,7951
Abad Whispering Palms | Resort in Kumarakom,4.3,Kumarakom,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,7999
Deltin Suites,5,Bodh gaya,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Airport shuttle,8000
The Beacon Hotel,4.4,Visakhapatnam,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Air conditioning,8000
Hotel Kalimpong,3.1,kalimpong,Full-service laundry,Fitness center,Accessible,Spa,Restaurant,Parking,Pet-friendly,Restaurant,Breakfast included,8035
Radisson Blu Hotel Ranchi,4.5,Ranchi,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,8047
"Elixir Cliff Beach Resort and Spa,Varkala",4.5,Varkala,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Beach access,Restaurant,Room service,Kitchen,8048
Park Plaza Ludhiana,4.2,Ludhiana,5-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,8057
"Taj Skyline, Ahmedabad",4.5,Ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Restaurant,Room service,Airport shuttle,8064
"Welcomhotel By ITC Hotels, Dwarka, New Delhi - Contemporary Hotel in the Capital | Ideal for Business & Leisure Travellers",4.5,Delhi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,8141
Hotel Bodh Gaya,4.9,Bodh gaya,Free Wi-Fi,Air conditioning,Free Wi-Fi,Airport shuttle,Airport shuttle,Pet-friendly,Airport shuttle,Pool,Accessible,8215
Hyatt Regency Amritsar,4.3,Amritsar,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,8367
Hotel Gulmarg,4.2,Gulmarg,Pool,Parking,Air conditioning,Pet-friendly,Pet-friendly,Accessible,Pool,Restaurant,Breakfast included,8385
Chokhi Dhani Resort,4.3,Jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,8388
Hotel Ooty,4.2,Ooty,Pool,Room service,Full-service laundry,Air conditioning,Spa,Parking,Room service,Spa,Air conditioning,8392
Dera Jaipur,4.5,Jaipur,Sleeps 17,6 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,8400
Hotel Khajuraho,4.9,khajuraho,Fitness center,Pool,Breakfast included,Parking,Pet-friendly,Pool,Room service,Parking,Airport shuttle,8408
"Country Inn & Suites by Radisson, Sahibabad, Distt Ghaziabad (U.P.)",4.5,Ghaziabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,8439
Vivanta Vadodara,4.4,Vadodara,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,8476
Hotel Pushkar,3.1,Pushkar,Parking,Spa,Pet-friendly,Airport shuttle,Pool,Full-service laundry,Parking,Fitness center,Air conditioning,8526
Bangaram Island Resort,4.7,Lakshadweep,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,8560
Hotel Lavasa,3.9,Lavasa,Restaurant,Breakfast included,Pool,Room service,Fitness center,Free Wi-Fi,Breakfast included,Breakfast included,Accessible,8574
Calcutta Bungalow| Heritage Rooms,4.9,Kolkata,Sleeps 13,6 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,8604
Novotel Guwahati GS Road,4.6,Guwahati,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,8623
Hotel Jog Falls,4.2,Jog falls,Room service,Free Wi-Fi,Parking,Air conditioning,Pet-friendly,Airport shuttle,Pet-friendly,Air conditioning,Free Wi-Fi,8721
Crowne Plaza Kochi,4.6,Kochi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,8776
Crowne Plaza Kochi,4.6,Kochi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,8854
Hotel Kasauli,3.3,kasauli,Full-service laundry,Restaurant,Room service,Spa,Parking,Air conditioning,Free Wi-Fi,Full-service laundry,Full-service laundry,8858
Antariskh,4.4,Lavasa,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,8900
Ramada by Wyndham Kochi,4.5,Kochi,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,8938
Backwater Ripples,4.4,Kumarakom,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,8961
Sonar Tari,4,Agartala,4-star hotel,Free breakfast,Free Wi-Fi,0,0,0,0,0,Spa,8967
Backwater Ripples,4.4,Kumarakom,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,8968
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,Kashmir,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,8991
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,Srinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,8991
Hotel Tirupati,3.3,Tirupati,Full-service laundry,Accessible,Spa,Restaurant,Pet-friendly,Spa,Full-service laundry,Breakfast included,Pool,8994
Lemon Tree Hotel,4.5,Jammu,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,9000
Hotel Village Walk,4.4,Kashmir,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,9010
Treebo Trend Elysee,3.8,Dehradun,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,9035
Treebo Trend Blessing Bells,4,Dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,9037
"Vivanta Bhubaneswar, DN Square",4.6,Bhubaneswar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,9089
Hotel Dharamshala,4,Dharamshala,Air conditioning,Pool,Pool,Restaurant,Air conditioning,Pet-friendly,Room service,Airport shuttle,Breakfast included,9110
Hotel Dalhousie,3.4,Dalhousie,Restaurant,Airport shuttle,Air conditioning,Pet-friendly,Free Wi-Fi,Room service,Pet-friendly,Spa,Air conditioning,9154
Sterling Gangtok - Orange Village,4,Sikkim,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,9186
Radisson Blu Hotel Nagpur,4.5,Nagpur,5-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,9361
Hotel Auli,4.4,Auli,Free Wi-Fi,Free Wi-Fi,Pool,Restaurant,Air conditioning,Pet-friendly,Air conditioning,Room service,Accessible,9392
Sheraton Grand Pune Bund Garden Hotel,4.5,Pune,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,9435
Treebo Trend South Avenue With Roadside View,3.8,Pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,9558
"Welcomhotel By ITC Hotels, Rama International, Aurangabad-Premium business & leisure hotel| Near Ajanta Ellora Caves",4.5,Aurangabad,5-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,9636
Treebo Trend Grace Inn,4.2,Pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,9698
Hyatt Pune,4.4,Pune,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,9701
Courtyard by Marriott Nashik,4.4,Nashik,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,9735
"Olive Inn Luxurious 4-BHK Villa with Indoor Swimming Pool, Wifi, BBQ",3.4,Chennai,Villa,Sleeps 10,4 bedrooms,7 bathrooms,Air conditioning,Pool,Kitchen,Smoke-free,Free parking,9753
Hotel Khandala,4.6,khandala,Air conditioning,Airport shuttle,Airport shuttle,Restaurant,Pet-friendly,Free Wi-Fi,Accessible,Pool,Restaurant,9755
Vivanta Guwahati,4.4,Guwahati,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,9781
"MAYFAIR Spa Resort & Casino, Gangtok",4.4,Sikkim,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,9800
The Leela Ambience Convention Hotel Delhi,4.5,Delhi,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,9809
MA lodge,5,Hogenakkal,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,9809
Gobindgarh,5,Jaisalmer,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,9876
Hotel Rameshwaram,3.7,Rameshwaram,Airport shuttle,Full-service laundry,Room service,Spa,Full-service laundry,Pool,Restaurant,Pet-friendly,Pet-friendly,9901
Hotel Chittorgarh,3.4,Chittorgarh,Breakfast included,Full-service laundry,Spa,Accessible,Spa,Pool,Accessible,Spa,Breakfast included,9996
Chokhi Dhani Resort,4.3,Jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,10029
Hotel Maurya,4.3,Patna,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,10112
Luxury House in Hyderabad With Chef and Driver,5,Hyderabad,Sleeps 6,3 bedrooms,4 bathrooms,Kitchen,Free parking,Free Wi-Fi,No air conditioning,No airport shuttle,No beach access,10115
"Welcomhotel By ITC Hotels, Dwarka, New Delhi - Contemporary Hotel in the Capital | Ideal for Business & Leisure Travellers",4.5,Delhi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,10195
KTDC Waterscapes,4.5,Kumarakom,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,10560
"Holiday Inn Mumbai International Airport, an IHG Hotel",4.5,Mumbai,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,10619
Mayfair on Sea,4.5,Goa,0,0,0,0,0,0,0,0,0,10620
Denzong Regency,4.5,Sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant,10620
Wyndham Chandigarh Mohali,4.6,Chandigarh,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,Restaurant,10636
Mayfair Lagoon,4.6,Bhubaneswar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,10779
Taj Mahal Lucknow,4.6,Lucknow,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,10936
Trident Hotel Hyderabad,4.5,Hyderabad,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,10974
The Lalit Mumbai,4.4,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11101
Courtyard by Marriott Mumbai International Airport,4.4,Mumbai,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,11103
Hyatt Place Hyderabad Banjara Hills,4.3,Hyderabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,11209
The Leela Mumbai - Resort Style Business Hotel,4.5,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11210
Hyatt Regency Ludhiana,4.4,Ludhiana,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,11266
"ITC Narmada, a Luxury Collection Hotel, Ahmedabad",4.6,Ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,11400
Fairfield by Marriott Dehradun,4.4,Dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,11682
The Leela Gandhinagar,4.6,Gandhinagar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,11682
Novotel Mumbai Juhu Beach,4.3,Mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Beach access,11785
"Vivanta Goa, Miramar",4.5,Goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Fitness center,Restaurant,Room service,11788
"Taj Swarna, Amritsar",4.4,Amritsar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11800
"Taj Yeshwantpur, Bengaluru",4.5,Bangalore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,11800
"Taj Krishna, Hyderabad",4.5,Hyderabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,11800
Novotel Mumbai Juhu Beach,4.3,Mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Beach access,11800
The LaLiT Golf & Spa Resort Goa,4.4,Goa,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11855
"Holiday Inn Resort Goa, an IHG Hotel",4.6,Goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Beach access,11934
Lakesong Resort,4.2,Kumarakom,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,11948
Naaz Kashmir (A Luxury Houseboat),3.3,Kashmir,Sleeps 8,2 bedrooms,Air conditioning,Fireplace,Cable TV,Free Wi-Fi,No crib,No elevator,No fitness center,11968
ट्राइडेंट होटल,4.6,Delhi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,12272
The Lalit Jaipur,4.4,Jaipur,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,12389
Imperial Golf Resort and Wedding Lawns,4.5,Gwalior,0,0,0,0,0,0,0,0,0,12458
Cola Goa Beach Resort,4.3,Goa,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Spa,Beach access,Bar,12744
JW Marriott Mumbai Sahar,4.6,Mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,12963
The Westin Mumbai Garden City,4.5,Mumbai,5-star hotel,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,Breakfast,12963
The Gateway Hotel Ambad Nashik,4.6,Nashik,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,12980
"Vivanta Sikkim, Pakyong",4.4,Sikkim,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Spa,Restaurant,Room service,12980
"The Zuri Kumarakom, Kerala Resort & Spa",4.3,Kumarakom,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,13682
"The Orchard Retreat & Spa, Srinagar",4.3,Kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,13794
Grand Hyatt Mumbai Hotel & Residences,4.5,Mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,14025
Gokulam Grand Resort and Spa Kumarakom,4.7,Kumarakom,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,Room service,14059
Holiday Inn Express New Delhi Int'l Airport T3,4.2,Delhi,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Fitness center,Spa,Paid parking,Bar,Restaurant,14081
Trident Hotel Jaipur,4.4,Jaipur,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,14160
Radisson Hotel Srinagar,4.1,Srinagar,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Spa,Restaurant,Room service,14160
"The Orchard Retreat & Spa, Srinagar",4.3,Kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14172
"The Orchard Retreat & Spa, Srinagar",4.3,Srinagar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14172
"Holiday Inn Jaipur City Centre, an IHG Hotel",4.5,Jaipur,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,14190
The Lalit Mumbai,4.4,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14278
Grand Hyatt Kochi Bolgatty,4.7,Kochi,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14282
Rhythm Kumarakom,4.5,Kumarakom,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,14712
"Taj Palace, New Delhi",4.7,Delhi,5-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,15050
Taj Chandigarh,4.4,Chandigarh,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,15337
"Holiday Inn Goa Candolim, an IHG Hotel",4.7,Goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,15503
Radisson Blu Resort Goa Cavelossim Beach,4.4,Goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,15898
The LaLiT Golf & Spa Resort Goa,4.4,Goa,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,16756
"The Zuri White Sands, Goa Resort & Casino",4.4,Goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,16795
"Devi Ratn, Jaipur – IHCL SeleQtions",4.5,Jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,16992
Grand Hyatt Goa,4.6,Goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,20307
Royal Palms Villas with Private Pool,4,Mumbai,Free Wi-Fi,Paid parking,Pool,Spa,Kitchen,Full-service laundry,0,0,0,20536
Hyatt Regency Dehradun Resort and Spa,4.6,Dehradun,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,20562
The Westin Goa,4.6,Goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,20650
"Taj Usha Kiran Palace, Gwalior",4.5,Gwalior,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,20894
Royal Hillton Pahalgam,4.3,Kashmir,Free breakfast,Wi-Fi,Free parking,Pet-friendly,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,24156
The LaLiT Grand Palace Srinagar,4.3,Kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,25370
"Welcomhotel By ITC Hotels, Pine N Peak, Pahalgam - Premium Resort Overlooking Lidder River And Snow Topped Mountains",4.7,Kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Spa,Restaurant,26296
"Taj Holiday Village Resort and Spa, Goa",4.7,Goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,26550
"Vivanta Dal View, Srinagar",4.5,Kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,28656
Kumarakom Lake Resort,4.8,Kumarakom,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,30267
"The Taj Mahal Palace, Mumbai",4.7,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,33021
"Jai Mahal Palace, Jaipur",4.7,Jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,34173
Taj Falaknuma Palace,4.7,Hyderabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,46573
The Khyber Himalayan Resort & Spa,4.6,Kashmir,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,53089
Hotel Heevan,4.2,Kashmir,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,64900
Taj Guras Kutir,4.2,Gangtok,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,pool,Air conditioning,Pet-friendly,Full-service laundry,Spa,67000
Tashiling Residency Hotel &Spa,4.5,Gangtok,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Hot tub,Fitness center,Airport shuttle,Kid-friendly,68000
